source_pdf,pdf_date,page,image_file,width,height,format,text_above,text_below,nearest_heading,staging_path,page_image,classified,title,slug,insight
AMFX 29MAY24.pdf,2024-05-29,4,page_04_img_00.png,1295,783,png,"JGB yields are zipping higher and higher every day. While US yields are way below their 2023 highs, Japanese 
yields continue to soar.","I am surprised Team Japan (GPIF, Kampo, etc.) have not started a massive rotation back into JGBs. 
 
Final Thoughts","JGB yields are zipping higher and higher every day. While US yields are way below their 2023 highs, Japanese ",amfx_29may24/page_04_img_00.png,amfx_29may24/page_04.png,chart,Japan 10-year yield vs. US 10-year yield,japan-us-10-year-yield-comparison-may-2024,"Japanese government bond yields are rising sharply while US yields remain below 2023 peaks, creating a significant divergence in the two markets."
AMFX 29MAY24.pdf,2024-05-29,5,page_05_img_00.jpeg,1125,643,jpeg,,Midjourney AI imagines Stan from South Park.,,amfx_29may24/page_05_img_00.jpeg,amfx_29may24/page_05.png,decorative,Midjourney AI Interpretation of Stan from South Park,stan-south-park-midjourney-ai-comparison,"This image compares the animated character Stan Smith from South Park with an AI-generated realistic interpretation, serving as a decorative reference to illustrate AI image generation capabilities."
AMFX 29MAY24.pdf,2024-05-29,5,page_05_img_01.jpeg,686,686,jpeg,Midjourney AI imagines Stan from South Park.,"Midjourney AI imagines “Kenny from South Park, realistic photo, hood down”.",Midjourney AI imagines Stan from South Park.,amfx_29may24/page_05_img_01.jpeg,amfx_29may24/page_05.png,decorative,Midjourney AI Generated: Kenny from South Park Realistic Interpretation,kenny-south-park-midjourney-ai-realistic,AI-generated artistic interpretation of a South Park character used as a decorative element in the financial newsletter.
AMFX 30MAR23.pdf,2023-03-30,1,page_01_img_00.png,751,449,png,(212) 398-6230,And one of my personal favorites from the dollar doom hysteria genre:,(212) 398-6230,amfx_30mar23/page_01_img_00.png,amfx_30mar23/page_01.png,decorative,Iran Oil Trade Article - May 8 2012,iran-chinese-yuan-oil-trade-article,"This is a news article screenshot about Iran accepting Chinese yuan in exchange for crude oil amid Western sanctions, not a financial chart or analytical data visualization."
AMFX 30MAR23.pdf,2023-03-30,1,page_01_img_01.jpeg,1229,515,jpeg,And one of my personal favorites from the dollar doom hysteria genre:,"Short EURNOK @ 11.30 
Stop 11.5610 / Take profit 10.9150",And one of my personal favorites from the dollar doom hysteria genre:,amfx_30mar23/page_01_img_01.jpeg,amfx_30mar23/page_01.png,decorative,The Economist Magazine Cover - The Disappearing Dollar,economist-cover-disappearing-dollar-dec-2004,"A magazine cover from The Economist (December 2004) featuring the article 'The disappearing dollar' questioning the future of the US dollar as the world's reserve currency, used here as a humorous example of long-standing 'dollar doom' predictions."
AMFX 30MAR23.pdf,2023-03-30,1,page_01_img_02.jpeg,456,359,jpeg,not a thing,And one of my personal favorites from the dollar doom hysteria genre:,not a thing,amfx_30mar23/page_01_img_02.jpeg,amfx_30mar23/page_01.png,decorative,Reuters Article Screenshot - China Yuan-Settled LNG Trade,reuters-china-yuan-lng-trade-article,"News article screenshot about China completing its first yuan-settled LNG trade, used as a contextual reference in the newsletter's discussion of dollar alternatives and de-dollarization trends."
AMFX 30MAR23.pdf,2023-03-30,2,page_02_img_00.png,911,661,png,"USD, EUR, CNY, GBP and JPY: Share of international transactions (1989 to now)","Every currency transaction has two sides so grand total of all numbers each year is 200%. Chart by me, with BIS data.","USD, EUR, CNY, GBP and JPY: Share of international transactions (1989 to now)",amfx_30mar23/page_02_img_00.png,amfx_30mar23/page_02.png,chart,Share of International Transactions by Currency (1989-2023),international-currency-transaction-share-1989-2023,"Bar chart showing the evolution of USD, EUR, CNY, GBP, and JPY as shares of international transactions over 34 years, demonstrating USD dominance and the emergence of EUR and CNY in global commerce."
AMFX 30MAR23.pdf,2023-03-30,2,page_02_img_01.png,782,482,png,"If anything, the dollar is most stable while the EUR and JPY are losing popularity around the world. It is true that central 
banks reduced their USD reserves from 2000 to 2010. The chart looks like this:","There was a meaningful reduction in USD reserves as a percentage of the overall stack in the 2000s. This was mostly 
centered on the 2003-2007 period as the external value of the dollar was falling and there was an off-and-on panic 
about the USD as a store of value in those days. Here is the external value of the USD since 1972.","If anything, the dollar is most stable while the EUR and JPY are losing popularity around the world. It is true that central ",amfx_30mar23/page_02_img_01.png,amfx_30mar23/page_02.png,chart,Foreign Exchange Reserves Composition by Currency (2000-2022),foreign-exchange-reserves-currency-composition,"Stacked area chart showing the declining share of U.S. dollar reserves in global foreign exchange holdings from 2000 to 2022, with notable reduction during 2003-2007 as alternative currencies gained share."
AMFX 30MAR23.pdf,2023-03-30,3,page_03_img_00.png,837,623,png,"Dollar Index, 1972 to now","The dollar’s demise has been imminent in many minds since the beginning of that time series. 
 
You can believe that the USD is not doomed and also be bullish bitcoin and gold. They are not the same thing! 
Overall increases in the global supply of fiat currency are good for gold and bitcoin vs. every currency. They are not 
particularly bad for the USD specifically, and they do not signal imminent doom of any sort. They just signal that global 
central banks tend to lean loose, almost all the time. 
 
While bitcoin and gold are often marketed as hedges for societal collapse, there is a middle ground where you can 
believe all these things at once:","Dollar Index, 1972 to now",amfx_30mar23/page_03_img_00.png,amfx_30mar23/page_03.png,chart,DXY Currency (Dollar Index Spot) - 1972 to 2023,dxy-dollar-index-1972-2023,"This 50-year historical chart of the US Dollar Index shows significant volatility including a major peak in the early 1980s around 150 and recent strength in 2023, demonstrating that despite recurring predictions of USD demise, the dollar remains a dominant reserve currency."
AMFX 30MAR23.pdf,2023-03-30,4,page_04_img_00.jpeg,978,595,jpeg,"AUDUSD vs. copper, gold, and Hang Seng Index","Maybe it will take a hawkish RBA meeting on April 4 to finally jar the Oswald out of its slumber. If Aussie rates start 
flicking higher, AUD could be at 0.6900 in a blink.","AUDUSD vs. copper, gold, and Hang Seng Index",amfx_30mar23/page_04_img_00.jpeg,amfx_30mar23/page_04.png,chart,"AUDUSD vs. Copper, Gold, and Hang Seng Index",audusd-copper-gold-hang-seng-2023-mar,"Multi-asset correlation chart comparing Australian Dollar performance against commodity prices (copper, gold) and the Hang Seng Index from September 2022 to April 2023, showing AUDUSD trading pressure amid mixed commodity signals."
AMFX 30MAR23.pdf,2023-03-30,4,page_04_img_01.jpeg,1125,633,jpeg,,What’s wrong with AUD????,,amfx_30mar23/page_04_img_01.jpeg,amfx_30mar23/page_04.png,skip,Newspaper clipping with mixed financial content,newspaper-clipping-mixed-content,Image contains overlapping newspaper articles and advertisements from May 1975 that are too fragmented and low quality to extract meaningful analytical value.
AMFX 30MAR23.pdf,2023-03-30,5,page_05_img_00.jpeg,640,480,jpeg,,"Here’s Douglas Adams telling the story to David Letterman: 
http://littleatoms.com/words/watch-douglas-adams-tell-greatest-story-ever-told",,amfx_30mar23/page_05_img_00.jpeg,amfx_30mar23/page_05.png,decorative,Douglas Adams on David Letterman,douglas-adams-david-letterman-interview,"A pop culture reference showing Douglas Adams telling a story on the David Letterman Show, used as a decorative element in the financial newsletter."
