id,name,url,status,linked_definitions,url_slug,subscription,has_qc_code,keywords,market_factors,instruments,regions,rebalancing,complexity,confidence,crisis_hedge,paper_perf,paper_vol,paper_sharpe,paper_max_dd,paper_start,paper_end,oos_perf_inception,oos_vol_inception,oos_sharpe_inception,oos_max_dd,oos_start,oos_end,correlation,linear_issue,notes
#0064,Statistical Arbitrage with ETFs,https://quantpedia.com/strategies/statistical-arbitrage-with-etfs,ELIGIBLE,ENG-212,statistical-arbitrage-with-etfs,Premium,Yes,arbitrage,Equities; Bonds; Commodities,ETFs,Global,Daily,Moderate,Strong,Partially,20.0,,,,1993.0,2004.0,,,,,,,,,
#0065,Enhanced Value Premium - Piotroski F-SCORE,https://quantpedia.com/strategies/enhanced-value-premium,ELIGIBLE,ENG-213,enhanced-value-premium,Prime,Yes,stock picking; value; equity long short; fundamental analysis; factor investing; smart beta,Equities,Stocks,Global,Yearly,Complex,Strong,No,23.0,18.4,1.03,-89.66,1976.0,1996.0,1.2,29.66060917628176,0.0404576990603276,-74.9252610606701,2001.0,2025.0,0.0142433346739878,,
#0066,Combining Momentum Effect with Volume,https://quantpedia.com/strategies/combining-momentum-effect-with-volume,ELIGIBLE,ENG-214,combining-momentum-effect-with-volume,Prime,Yes,momentum; stock picking; equity long short; momentum in stocks; volume effect; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Moderate,Unknown,26.0,18.0,1.22,,1965.0,1995.0,,,,,,,,,
#0067,Industry Momentum - Riding Industry Bubbles,https://quantpedia.com/strategies/riding-industry-bubbles,ELIGIBLE,ENG-215,riding-industry-bubbles,Free,Yes,momentum; rotational system; sector picking; factor investing; smart beta; trend-following,Equities,ETFs; Funds,Global,Monthly,Moderate,Strong,No,18.0,,,-26.56,1936.0,2006.0,4.1,10.446338659520237,0.3924820105524225,-26.55579356065548,2009.0,2025.0,0.396224145035224,,
#0068,"Combining Earnings, Revenue and Price Momentum",https://quantpedia.com/strategies/combining-earnings-revenue-and-price-momentum,ELIGIBLE,ENG-216,combining-earnings-revenue-and-price-momentum,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; fundamental analysis; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,18.72,16.38,1.14,-33.1,1974.0,2007.0,2.3,12.417126004353005,0.1852280470693219,-33.24860329864458,2008.0,2025.0,0.553649517767904,,
#0069,Post-Earnings Announcement Drift Combined with Strong Momentum,https://quantpedia.com/strategies/post-earnings-announcement-drift-combined-with-strong-momentum,ELIGIBLE,ENG-217,post-earnings-announcement-drift-combined-with-strong-momentum,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; earnings announcement; trading earnings; factor investing; smart beta,Equities,Stocks,United States,Daily,Moderate,Strong,Unknown,46.5,,,-10.41,1971.0,2005.0,16.3,8.981306476165377,1.814880724007916,-10.760224251448848,2010.0,2025.0,0.2101983212406014,,
#0070,Combining Post-Earnings Announcement Drift with Accrual Anomaly,https://quantpedia.com/strategies/combining-post-earnings-announcement-drift-with-accrual-anomaly,ELIGIBLE,ENG-218,combining-post-earnings-announcement-drift-with-accrual-anomaly,Premium,Yes,stock picking; equity long short; fundamental analysis; earnings announcement; trading earnings; accruals effect; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Strong,Unknown,42.8,15.6,2.49,-15.73,1990.0,2006.0,0.6,5.930724049985097,0.1011680858767164,-13.5848164915765,2001.0,2025.0,-0.0275211999002105,,
#0071,Short Term Reversal with Futures,https://quantpedia.com/strategies/short-term-reversal-with-futures,ELIGIBLE,ENG-219,short-term-reversal-with-futures,Free,Yes,asset class picking; reversal; factor investing; smart beta,Equities; Bonds; Commodities; Currencies,Futures; CFDs,United States,Weekly,Simple,Strong,Partially,29.64,31.4,0.82,-58.65,1983.0,2000.0,0.9,15.037309783504398,0.0598511311502859,-49.086379996151855,2010.0,2025.0,0.040041445934304,,
#0072,Combined Mean Reversion and Momentum in Foreign Exchange Markets,https://quantpedia.com/strategies/combined-mean-reversion-and-momentum-in-foreign-exchange-markets,ELIGIBLE,ENG-220,combined-mean-reversion-and-momentum-in-foreign-exchange-markets,Premium,Yes,momentum; FX anomaly; forex system; reversal; factor investing; smart beta,Currencies,Futures; CFDs; Forwards; Swaps,Global,Monthly,Complex,Strong,Unknown,24.3,10.0,2.43,,1979.0,2008.0,,,,,,,,,
#0073,Pairs Trading with Commodities,https://quantpedia.com/strategies/pairs-trading-with-commodities,ELIGIBLE,ENG-221,pairs-trading-with-commodities,Premium,Yes,pairs trading; arbitrage,Commodities,ETFs; Futures; CFDs,Global,Daily,Moderate,Strong,Partially,21.28,11.78,1.47,-26.32,1990.0,2008.0,-0.2,6.330735578740461,-0.0315919054764551,-26.15982699164895,2007.0,2025.0,0.0479050257857763,,
#0074,Separating Strong and Weak Growth Stocks,https://quantpedia.com/strategies/separating-strong-and-weak-growth-stocks,ELIGIBLE,ENG-222,separating-strong-and-weak-growth-stocks,Premium,Yes,stock picking; equity long short; growth stocks; factor investing; smart beta,Equities,Stocks,Global,Yearly,Complex,Moderate,Unknown,19.8,13.33,1.19,-97.66,1979.0,1999.0,-13.43,59.79,-0.224688036,-97.66,,,,,
#0075,Federal Open Market Committee Meeting Effect in Stocks,https://quantpedia.com/strategies/federal-open-market-committee-meeting-effect-in-stocks,INELIGIBLE,ENG-223,federal-open-market-committee-meeting-effect-in-stocks,Free,Yes,market timing; seasonality,Equities,ETFs; Funds; Futures; CFDs,Global,Daily,Simple,Strong,No,6.19,,,-8.74,1980.0,2000.0,1.7,3.609367368178128,0.4709966668918203,-8.735256201000063,2000.0,2025.0,0.1889338526267862,,
#0076,Selecting Best Equity Fund Managers,https://quantpedia.com/strategies/selecting-best-equity-fund-managers,INELIGIBLE,ENG-224,selecting-best-equity-fund-managers,Premium,Yes,fund picking,Equities,Funds,United States,Yearly,Complex,Strong,No,27.63,,,,2002.0,2006.0,,,,,,,,,
#0077,Betting Against Beta Factor in Stocks,https://quantpedia.com/strategies/betting-against-beta-factor-in-stocks,ELIGIBLE,ENG-225,betting-against-beta-factor-in-stocks,Free,Yes,stock picking; equity long short; beta factor; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Moderate,Partially,8.86,11.5,0.42,-61.52,1926.0,2009.0,15.1,24.477089826384542,0.6169034026146067,-55.65599007913084,2001.0,2025.0,0.5369150264988037,,
#0078,Betting Against Beta Factor in International Equities,https://quantpedia.com/strategies/betting-against-beta-factor-in-country-equity-indexes,ELIGIBLE,ENG-226,betting-against-beta-factor-in-country-equity-indexes,Free,Yes,equity long short; country picking; beta factor; factor investing; smart beta,Equities,ETFs; Futures,Global,Monthly,Simple,Strong,Partially,6.8,13.08,0.51,-46.56,1980.0,2009.0,1.2,11.475128383437582,0.1045739934144874,-46.30842323477303,2003.0,2025.0,-0.1285905963071935,,
#0079,Election Cycle,https://quantpedia.com/strategies/election-cycle,ELIGIBLE,ENG-227,election-cycle,Prime,Yes,market timing; seasonality,Equities,ETFs; Funds; Futures; CFDs,United States,Yearly,Simple,Moderate,No,23.84,15.34,1.29,-15.12,1957.0,2004.0,2.3,5.056523148117745,0.4548579987923438,-17.62383047409648,1998.0,2025.0,0.5367288963204577,,
#0080,Earnings Announcement Premium,https://quantpedia.com/strategies/earnings-announcement-premium,ELIGIBLE,ENG-228,earnings-announcement-premium,Free,Yes,stock picking; equity long short; earnings announcement; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,18.36,16.12,0.89,-57.25,1973.0,2004.0,-3.2,15.612068108884037,-0.2049696412853235,-65.45898975187838,2003.0,2025.0,0.0422378677925841,,
#0081,Combining Value Stocks with Momentum and Volume Factors,https://quantpedia.com/strategies/combining-value-stocks-with-momentum-and-volume-factors,ELIGIBLE,ENG-229,combining-value-stocks-with-momentum-and-volume-factors,Premium,Yes,momentum; stock picking; value; equity long short; momentum in stocks; volume effect; factor investing; smart beta,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,25.81,16.91,1.53,-99.99,1982.0,2008.0,-46.32,103.71,-0.446606622,-99.99,,,,,
#0082,Combining Growth Stocks with Momentum and Volume Factors,https://quantpedia.com/strategies/combining-growth-stocks-with-momentum-and-volume-factors,ELIGIBLE,ENG-230,combining-growth-stocks-with-momentum-and-volume-factors,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; volume effect; growth stocks; factor investing; smart beta,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,25.13,19.52,1.29,-90.97,1982.0,2008.0,-19.3,45.00713039241168,-0.4288209408537192,-95.62885393765916,2014.0,2025.0,0.0126490133831536,,
#0083,Pre-Holiday Effect,https://quantpedia.com/strategies/pre-holiday-effect,ELIGIBLE,ENG-231,pre-holiday-effect,Free,Yes,market timing; seasonality,Equities,ETFs; Funds; Futures; CFDs,United States,Daily,Simple,Strong,No,6.39,,,-13.62,1896.0,2002.0,1.1,3.8574638089723496,0.2851614569763251,-13.615819103985284,2000.0,2025.0,0.2058018484707346,,
#0084,Mean-Reverting Yield Curve Strategies,https://quantpedia.com/strategies/mean-reverting-yield-curve-strategies,ELIGIBLE,ENG-233,mean-reverting-yield-curve-strategies,Premium,No,reversal; arbitrage,Bonds,Futures; Forwards; Swaps,Global,Monthly,Very Complex,Moderate,Yes,3.73,,,,1973.0,2004.0,,,,,,,,,
#0085,Momentum in Mutual Fund Returns,https://quantpedia.com/strategies/momentum-in-mutual-fund-returns,INELIGIBLE,ENG-235,momentum-in-mutual-fund-returns,Free,Yes,momentum; fund picking,Equities,Funds,United States,Quarterly,Simple,Strong,No,19.0,19.5,0.77,,1973.0,2004.0,,,,,,,,,
#0086,Seasonality in Government Bond Returns,https://quantpedia.com/strategies/seasonality-in-government-bond-returns,ELIGIBLE,ENG-236,seasonality-in-government-bond-returns,Prime,Yes,asset class picking; market timing; seasonality,Equities; Bonds,ETFs; Funds; Futures; CFDs,Global,6 Months,Simple,Strong,Partially,11.73,,,-33.8,1952.0,2004.0,6.7,14.04247618663828,0.4771238285150304,-33.82084501099797,2002.0,2025.0,0.6124420591178388,,
#0087,Baltic Dry Index as Predictor of Stock Returns,https://quantpedia.com/strategies/baltic-dry-index-as-predictor-of-stock-returns,INELIGIBLE,ENG-237,baltic-dry-index-as-predictor-of-stock-returns,Premium,Yes,market timing,Equities,ETFs; Funds,Emerging Markets,Monthly,Complex,Strong,Partially,10.23,10.4,0.6,,1988.0,2010.0,,,,,,,,,
#0088,52-Weeks High Effect in Stocks,https://quantpedia.com/strategies/52-weeks-high-effect-in-stocks,ELIGIBLE,ENG-238,52-weeks-high-effect-in-stocks,Free,Yes,stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Moderate,Unknown,11.75,11.0,0.7,-53.9,1963.0,2009.0,-0.6,20.008931011805707,-0.0299866094618441,-54.4627149328285,2000.0,2025.0,-0.4156346900303208,,
#0089,Liquidity Effect in Mutual Funds,https://quantpedia.com/strategies/liquidity-effect-in-mutual-funds,INELIGIBLE,ENG-260,liquidity-effect-in-mutual-funds,Premium,Yes,liquidity risk premium; fund picking,Equities,Funds,Global,Yearly,Complex,Strong,No,10.26,18.7,0.33,,1996.0,2009.0,,,,,,,,,
#0090,Pairs Trading with ADRs,https://quantpedia.com/strategies/pairs-trading-with-adrs,ELIGIBLE,ENG-239,pairs-trading-with-adrs,Premium,Yes,equity long short; pairs trading; arbitrage,Equities,Stocks,China,Daily,Very Complex,Strong,Partially,33.0,60.9,0.48,-78.79,1991.0,2000.0,60.73,72.52,0.837452079,-78.79,,,,,
#0091,Momentum Factor and Style Rotation Effect,https://quantpedia.com/strategies/momentum-factor-and-style-rotation-effect,ELIGIBLE,ENG-240,momentum-factor-and-style-rotation-effect,Free,Yes,momentum; rotational system; factor allocation,Equities,ETFs,United States,Monthly,Simple,Strong,Unknown,9.25,16.01,0.33,-52.49,1972.0,2005.0,-1.8,12.568404454934534,-0.1432162695315947,-59.05417292046633,2001.0,2025.0,-0.0580427782885773,,
#0092,January Effect Filter and Momentum in Stocks,https://quantpedia.com/strategies/january-effect-filter-and-momentum-in-stocks,ELIGIBLE,ENG-242,january-effect-filter-and-momentum-in-stocks,Prime,Yes,momentum; seasonality; stock picking; equity long short; momentum in stocks; factor investing; smart beta,Equities,Stocks,Global,Monthly,Complex,Strong,Unknown,2.8,27.94,0.1,-74.42,1926.0,2009.0,-0.8,28.453754534565828,-0.0281157974786123,-78.92833690040992,2000.0,2025.0,-0.1391272057719901,,
#0093,January Effect Filter and Mean Reversion in Stocks,https://quantpedia.com/strategies/january-effect-filter-and-mean-reversion-in-stocks,ELIGIBLE,ENG-243,january-effect-filter-and-mean-reversion-in-stocks,Prime,Yes,seasonality; stock picking; reversal; equity long short; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,No,11.27,12.7,0.86,-19.76,1926.0,2009.0,0.0,5.937637105887655,,-20.34037778454757,2005.0,2025.0,-0.0412907448400727,,
#0094,Trading on Earnings Announcements,https://quantpedia.com/strategies/trading-on-earnings-announcements,ELIGIBLE,ENG-244,trading-on-earnings-announcements,Premium,Yes,stock picking; earnings announcement; trading earnings,Equities,Stocks,United States,Daily,Very Complex,Strong,No,74.66,,,-52.49,1987.0,2004.0,9.3,30.786486606262613,0.3020805887641686,-53.78844895407533,2012.0,2025.0,0.1936752159726855,,
#0095,Value Combined with Post-Earnings Announcement Drift,https://quantpedia.com/strategies/value-combined-with-post-earnings-announcement-drift,ELIGIBLE,ENG-245,value-combined-with-post-earnings-announcement-drift,Premium,Yes,stock picking; value; equity long short; earnings announcement; factor investing; smart beta,Equities,Stocks,United States,Quarterly,Complex,Strong,Unknown,18.84,33.5,0.56,-16.39,1984.0,2008.0,3.6,6.288270468951315,0.5724944589732901,-11.50998740148379,2012.0,2025.0,0.3098300901587224,,
#0096,Crude Oil Predicts Equity Returns,https://quantpedia.com/strategies/crude-oil-predicts-equity-returns,ELIGIBLE,ENG-246,crude-oil-predicts-equity-returns,Free,Yes,market timing,Equities,ETFs; Funds; Futures; CFDs,Global,Monthly,Simple,Strong,Partially,11.9,9.8,0.81,-2.79,1988.0,2003.0,2.5,1.777709049610967,1.406304367155637,-2.791033930928166,2002.0,2025.0,-0.1780313487560604,,
#0097,Half-Day Reversal,https://quantpedia.com/strategies/half-day-reversal,ELIGIBLE,ENG-283,half-day-reversal,Premium,Yes,stock picking; reversal,Equities,Stocks,United States,Intraday,Complex,Strong,Partially,57.7,17.7,3.03,-64.2,2000.0,2010.0,9.1,19.821428917990826,0.4590990910721087,-68.61724085243887,2000.0,2025.0,0.4987511837866833,,
#0098,Tax Expense Momentum,https://quantpedia.com/strategies/tax-expense-momentum,ELIGIBLE,ENG-247,tax-expense-momentum,Prime,Yes,momentum; stock picking; equity long short; fundamental analysis; factor investing; smart beta,Equities,Stocks,United States,Quarterly,Complex,Strong,Unknown,16.54,12.92,1.28,-16.9,1977.0,2006.0,0.1,5.02386945150062,0.0199049758289658,-15.080907065654792,2000.0,2025.0,-0.0541604412790658,,
#0099,FX Carry Trade Combined with PPP (Value) Strategy,https://quantpedia.com/strategies/fx-carry-trade-combined-with-ppp-value-strategy,ELIGIBLE,ENG-249,fx-carry-trade-combined-with-ppp-value-strategy,Premium,Yes,carry trade; FX anomaly; forex system; value; factor investing; smart beta,Currencies,Futures; CFDs; Forwards; Swaps,Global,Monthly,Complex,Moderate,Unknown,8.3,4.97,0.87,-21.04,1990.0,2008.0,1.0,7.516693907251911,0.1330372118831692,-21.897987133248886,2000.0,2025.0,0.3274304057402026,,
#0100,Trading WTI/BRENT Spread,https://quantpedia.com/strategies/trading-wti-brent-spread,ELIGIBLE,ENG-250,trading-wti-brent-spread,Free,Yes,pairs trading; arbitrage; spread trading,Commodities,Futures,Global,Daily,Simple,Moderate,Unknown,9.92,11.27,0.88,-68.86,1995.0,2004.0,-4.3,15.184983169514776,-0.2831744989110451,-67.29930844803181,2006.0,2025.0,0.0392039628499861,,
#0101,Earnings Revision Strategy,https://quantpedia.com/strategies/earnings-revision-strategy,INELIGIBLE,ENG-251,earnings-revision-strategy,Premium,No,equity long short; fundamental analysis; alternative data; factor investing; smart beta,Equities,Stocks,Europe,Monthly,Complex,Strong,Unknown,23.0,6.44,2.95,,1987.0,2000.0,,,,,,,,,
#0102,Option-Expiration Week Effect,https://quantpedia.com/strategies/option-expiration-week-effect,ELIGIBLE,ENG-252,option-expiration-week-effect,Free,Yes,market timing; seasonality; stock picking,Equities,ETFs; Futures; CFDs; Stocks,United States,Weekly,Simple,Strong,No,9.3,8.7,0.61,-15.14,1988.0,2010.0,5.2,8.123810473303468,0.640093711822584,-15.139254223977872,2012.0,2025.0,0.4868671163372312,,
#0103,Intraday Reversal in Currency Markets,https://quantpedia.com/strategies/intraday-reversal-in-currency-markets,INELIGIBLE,ENG-253,intraday-reversal-in-currency-markets,Premium,Yes,market timing; FX anomaly; forex system; reversal,Currencies,Futures; CFDs; Forwards; Swaps,Global,Intraday,Very Complex,Moderate,Unknown,21.42,10.93,1.96,-67.25,2002.0,2006.0,-6.1,4.693847292517081,-1.2995735949323712,-69.77861539176315,2007.0,2025.0,-0.0191090207765852,,
#0104,Credit Spread Predicts Equity Returns,https://quantpedia.com/strategies/credit-spread-predicts-equity-returns,ELIGIBLE,ENG-254,credit-spread-predicts-equity-returns,Premium,Yes,market timing; small cap,Equities,ETFs; Futures; CFDs,United States,Daily,Complex,Strong,Partially,16.1,17.5,0.69,-40.34,1997.0,2011.0,6.4,17.741272109761823,0.3607407608881954,-40.341733011911295,2000.0,2025.0,0.6860528055825743,,
#0105,Trading Natural Gas/Propane Spread,https://quantpedia.com/strategies/trading-natural-gas-propane-spread,INELIGIBLE,ENG-255,trading-natural-gas-propane-spread,Premium,Yes,pairs trading; arbitrage; spread trading,Commodities,Futures,Global,Daily,Simple,Strong,Unknown,25.59,12.7,1.7,-30.8,2000.0,2005.0,5.92,14.94,0.396589938,-30.8,,,,,
#0106,Post-Guidance Drift,https://quantpedia.com/strategies/post-guidance-drift,INELIGIBLE,ENG-256,post-guidance-drift,Premium,Yes,stock picking; equity long short; fundamental analysis; earnings announcement; alternative data; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Strong,Unknown,21.74,,,,1995.0,2008.0,,,,,,,,,
